date,um100,um025,pm1,pm25,um010,pm10,um003,temperature,um050,um005,pressure,humidity,locationId,location,latitude,longitude,country
2023-01-02T19:00:00+07:00,0.0006896551724137932,0.07586206896551727,18.596551724137928,24.786206896551718,1.4251724137931034,26.168965517241386,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-02T20:00:00+07:00,0.0037037037037037034,0.20000000000000004,25.77407407407407,37.459259259259255,2.4962962962962965,44.25185185185185,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-02T21:00:00+07:00,0.0035714285714285713,0.19250000000000012,25.067857142857132,36.15,2.2589285714285707,42.503571428571426,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-02T22:00:00+07:00,0.004333333333333332,0.17533333333333337,22.85,32.92333333333333,1.9330000000000003,38.11000000000001,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-02T23:00:00+07:00,0.0026666666666666666,0.1183333333333333,15.366666666666667,21.873333333333335,1.2459999999999998,24.169999999999998,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T00:00:00+07:00,0.0037931034482758617,0.12586206896551724,16.379310344827584,23.524137931034485,1.386551724137931,26.565517241379318,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T01:00:00+07:00,0.002592592592592593,0.08592592592592595,9.91111111111111,14.55185185185185,0.8785185185185185,16.370370370370374,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T02:00:00+07:00,0.0020689655172413794,0.07724137931034485,8.468965517241378,12.520689655172417,0.7503448275862069,14.227586206896552,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T03:00:00+07:00,0.0,0.038928571428571444,5.75,8.228571428571428,0.49500000000000005,9.26785714285714,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T04:00:00+07:00,0.0,0.0451851851851852,5.877777777777778,8.574074074074073,0.5437037037037037,9.78888888888889,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T05:00:00+07:00,0.0,0.04655172413793105,6.282758620689655,9.041379310344826,0.5620689655172415,10.248275862068965,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T06:00:00+07:00,0.0003846153846153846,0.03846153846153848,5.9192307692307695,8.476923076923077,0.5415384615384615,9.446153846153846,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T07:00:00+07:00,0.0,0.040434782608695666,6.052173913043479,8.743478260869566,0.5517391304347826,9.68695652173913,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T08:00:00+07:00,0.0,0.05000000000000002,9.495999999999999,13.200000000000003,0.8012000000000001,14.244000000000003,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T09:00:00+07:00,0.0004166666666666667,0.0691666666666667,13.995833333333332,18.8,1.0166666666666666,20.062499999999996,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T10:00:00+07:00,0.0004,0.1048,17.035999999999998,23.548000000000002,1.2763999999999998,25.176000000000002,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T11:00:00+07:00,0.009166666666666668,0.2841666666666666,27.78333333333333,41.03333333333333,2.8175000000000003,50.02916666666667,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T12:00:00+07:00,0.00782608695652174,0.1982608695652174,19.521739130434778,28.443478260869558,1.8639130434782607,33.69565217391304,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T13:00:00+07:00,0.0013636363636363635,0.08272727272727275,12.295454545454545,17.277272727272727,0.9986363636363635,18.88636363636364,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T14:00:00+07:00,0.0038888888888888883,0.14833333333333332,17.85,25.83888888888889,1.5233333333333334,28.84444444444445,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T15:00:00+07:00,0.011666666666666667,0.2694444444444445,23.52777777777778,35.28333333333333,2.2577777777777777,43.10555555555556,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T16:00:00+07:00,0.012105263157894739,0.28421052631578947,25.936842105263157,38.24736842105263,2.4868421052631584,46.96842105263159,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T17:00:00+07:00,0.004705882352941177,0.1776470588235294,22.71176470588236,32.34117647058823,1.8470588235294116,37.04117647058824,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T18:00:00+07:00,0.009999999999999998,0.21750000000000003,24.291666666666668,35.18333333333333,2.1333333333333333,42.3,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T19:00:00+07:00,0.015,0.37166666666666665,28.650000000000002,43.083333333333336,3.15,53.76666666666667,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T20:00:00+07:00,0.023333333333333334,0.48000000000000004,36.46666666666667,53.633333333333326,4.381666666666667,65.83333333333333,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T21:00:00+07:00,0.015714285714285715,0.3721428571428572,31.257142857142856,46.228571428571435,3.4042857142857144,57.1,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T22:00:00+07:00,0.004285714285714286,0.1657142857142857,21.285714285714285,30.7,1.8528571428571428,35.4,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-03T23:00:00+07:00,0.0006666666666666666,0.06533333333333334,11.653333333333332,16.073333333333334,0.9080000000000001,17.346666666666668,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T00:00:00+07:00,0.0033333333333333335,0.14666666666666667,20.766666666666666,30.5,1.9933333333333334,33.699999999999996,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T01:00:00+07:00,0.0022222222222222222,0.08222222222222222,10.355555555555556,15.211111111111112,0.9533333333333334,17.144444444444446,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T02:00:00+07:00,0.004285714285714286,0.08142857142857146,7.380952380952381,11.028571428571428,0.7042857142857142,13.052380952380954,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T03:00:00+07:00,0.004827586206896551,0.15689655172413797,22.120689655172413,31.19655172413793,1.7510344827586213,35.50344827586208,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T04:00:00+07:00,0.0006666666666666666,0.08566666666666665,16.330000000000002,22.15,1.2576666666666665,23.733333333333334,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T05:00:00+07:00,0.004333333333333332,0.15233333333333335,18.933333333333334,27.630000000000003,1.7010000000000005,30.513333333333332,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T06:00:00+07:00,0.013103448275862073,0.3051724137931034,25.02068965517242,37.96206896551725,2.7596551724137934,46.472413793103456,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
2023-01-04T07:00:00+07:00,0.018333333333333344,0.37900000000000006,28.720000000000002,43.77333333333334,3.4676666666666653,54.76666666666667,,,,,,,354662,Regatta The Icon,-6.09474,106.79309,ID
