date,pm25,location,bulan,total
2023-01-05T10:00:00+07:00,36.8153846153846,Angkasa-Kemayoran,,
2023-01-05T11:00:00+07:00,36.4259259259259,Regatta The Icon,,
2023-01-05T11:00:00+07:00,32.2166666666666,Ancol,,
2023-01-05T11:00:00+07:00,29.2272727272727,Angkasa-Kemayoran,,
2023-01-05T12:00:00+07:00,29.28,Regatta The Icon,,
2023-01-05T12:00:00+07:00,23.69,Ancol,,
2023-01-05T12:00:00+07:00,23.3708333333333,Angkasa-Kemayoran,,
2023-01-05T13:00:00+07:00,21.26,Regatta The Icon,,
2023-01-05T13:00:00+07:00,19.891304347826,Ancol,,
2023-01-05T13:00:00+07:00,18.0772727272727,Angkasa-Kemayoran,,
2023-01-05T14:00:00+07:00,23.13,Regatta The Icon,,
2023-01-05T14:00:00+07:00,19.1821428571428,Ancol,,
2023-01-05T14:00:00+07:00,18.2153846153846,Angkasa-Kemayoran,,
2023-01-05T15:00:00+07:00,29.2416666666666,Regatta The Icon,,
2023-01-05T15:00:00+07:00,23.9766666666666,Ancol,,
2023-01-05T15:00:00+07:00,31.675,Angkasa-Kemayoran,,
2023-01-05T16:00:00+07:00,30.9653846153846,Regatta The Icon,,
2023-01-05T16:00:00+07:00,30.4833333333333,Ancol,,
2023-01-05T16:00:00+07:00,34.7428571428571,Angkasa-Kemayoran,,
2023-01-05T17:00:00+07:00,33.3448275862069,Regatta The Icon,,
2023-01-05T17:00:00+07:00,44.4966666666666,Ancol,,
2023-01-05T17:00:00+07:00,38.1357142857142,Angkasa-Kemayoran,,
2023-01-05T18:00:00+07:00,26.875,Regatta The Icon,,
2023-01-05T18:00:00+07:00,29.14,Ancol,,
2023-01-05T18:00:00+07:00,13.1214285714285,Angkasa-Kemayoran,,
2023-01-05T19:00:00+07:00,19.5857142857142,Regatta The Icon,,
2023-01-05T19:00:00+07:00,18.7333333333333,Ancol,,
2023-01-05T19:00:00+07:00,9.08888888888888,Angkasa-Kemayoran,,
2023-01-05T20:00:00+07:00,17.0655172413793,Regatta The Icon,,
2023-01-05T20:00:00+07:00,15.7620689655172,Ancol,,
2023-01-05T20:00:00+07:00,9.61,Angkasa-Kemayoran,,
2023-01-05T21:00:00+07:00,25.5678571428571,Regatta The Icon,,
2023-01-05T21:00:00+07:00,19.7733333333333,Ancol,,
2023-01-05T21:00:00+07:00,8.88333333333333,Angkasa-Kemayoran,,
2023-01-05T22:00:00+07:00,20.55,Regatta The Icon,,
2023-01-05T22:00:00+07:00,19.9833333333333,Ancol,,
2023-01-05T22:00:00+07:00,15.1379310344827,Angkasa-Kemayoran,,
2023-01-05T23:00:00+07:00,25.15,Regatta The Icon,,
2023-01-05T23:00:00+07:00,21.5566666666666,Ancol,,
2023-01-05T23:00:00+07:00,19.203448275862,Angkasa-Kemayoran,,
2023-01-06T00:00:00+07:00,17.8894736842105,Regatta The Icon,,
2023-01-06T00:00:00+07:00,20.2413793103448,Ancol,,
2023-01-06T00:00:00+07:00,18.1758620689655,Angkasa-Kemayoran,,
2023-01-06T01:00:00+07:00,11.2949999999999,Regatta The Icon,,
2023-01-06T01:00:00+07:00,10.2758620689655,Ancol,,
2023-01-06T01:00:00+07:00,11.98,Angkasa-Kemayoran,,
2023-01-06T02:00:00+07:00,8.78888888888889,Regatta The Icon,,
2023-01-06T02:00:00+07:00,9.85925925925926,Ancol,,
2023-01-06T02:00:00+07:00,7.32592592592592,Angkasa-Kemayoran,,
2023-01-06T03:00:00+07:00,8.80416666666666,Regatta The Icon,,
2023-01-06T03:00:00+07:00,10.9965517241379,Ancol,,
2023-01-06T03:00:00+07:00,6.70357142857142,Angkasa-Kemayoran,,
2023-01-06T04:00:00+07:00,7.18125,Regatta The Icon,,
2023-01-06T04:00:00+07:00,9.86896551724138,Ancol,,
2023-01-06T04:00:00+07:00,6.37857142857142,Angkasa-Kemayoran,,
2023-01-06T05:00:00+07:00,6.13076923076923,Regatta The Icon,,
2023-01-06T05:00:00+07:00,7.38333333333333,Ancol,,
2023-01-06T05:00:00+07:00,5.10333333333333,Angkasa-Kemayoran,,
2023-01-06T06:00:00+07:00,6.75833333333333,Regatta The Icon,,
2023-01-06T06:00:00+07:00,7.56785714285714,Ancol,,
2023-01-06T06:00:00+07:00,3.83793103448275,Angkasa-Kemayoran,,
2023-01-06T07:00:00+07:00,11.06,Regatta The Icon,,
